"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2022-07-16T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",9,"provisorisch"
"2022-07-16T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",14240.49,"provisorisch"
"2022-07-16T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",15.52,"provisorisch"
"2022-07-16T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",5.75,"provisorisch"
"2022-07-16T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",20.87,"provisorisch"
"2022-07-16T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",109.71,"provisorisch"
"2022-07-16T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",16.23,"provisorisch"
"2022-07-16T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",8.77,"provisorisch"
"2022-07-16T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",130.81,"provisorisch"
"2022-07-16T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",8,"provisorisch"
"2022-07-16T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",13435.44,"provisorisch"
"2022-07-16T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",16.99,"provisorisch"
"2022-07-16T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",6.11,"provisorisch"
"2022-07-16T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",23.14,"provisorisch"
"2022-07-16T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",105.62,"provisorisch"
"2022-07-16T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",16.28,"provisorisch"
"2022-07-16T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",10.19,"provisorisch"
"2022-07-16T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",128.49,"provisorisch"
"2022-07-16T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",6,"provisorisch"
"2022-07-16T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",3.12,"provisorisch"
"2022-07-16T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.41,"provisorisch"
"2022-07-16T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",5.34,"provisorisch"
"2022-07-16T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",122.43,"provisorisch"
"2022-07-16T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",141.76,"provisorisch"
"2022-07-16T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",12,"provisorisch"
"2022-07-17T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.43,"provisorisch"
"2022-07-17T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.2,"provisorisch"
"2022-07-17T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",6.47,"provisorisch"
"2022-07-17T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",1.53,"provisorisch"
"2022-07-17T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",10.01,"provisorisch"
"2022-07-17T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",104.89,"provisorisch"
"2022-07-17T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",13.73,"provisorisch"
"2022-07-17T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.86,"provisorisch"
"2022-07-17T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",130.45,"provisorisch"
"2022-07-17T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",7,"provisorisch"
"2022-07-17T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",12504.57,"provisorisch"
"2022-07-17T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",12.3,"provisorisch"
"2022-07-17T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",3.53,"provisorisch"
"2022-07-17T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",18.11,"provisorisch"
"2022-07-17T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",101.89,"provisorisch"
"2022-07-17T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",14.3,"provisorisch"
"2022-07-17T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",8.04,"provisorisch"
"2022-07-17T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",130.44,"provisorisch"
"2022-07-17T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",6,"provisorisch"
"2022-07-17T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",11623.5,"provisorisch"
"2022-07-17T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",13.92,"provisorisch"
"2022-07-17T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",4.02,"provisorisch"
"2022-07-17T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",20.45,"provisorisch"
"2022-07-17T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",101.82,"provisorisch"
"2022-07-17T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",14.61,"provisorisch"
"2022-07-17T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",9.22,"provisorisch"
"2022-07-17T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",127.52,"provisorisch"
"2022-07-17T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",6,"provisorisch"
"2022-07-17T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",2.65,"provisorisch"
"2022-07-17T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.4,"provisorisch"
"2022-07-17T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",4.45,"provisorisch"
"2022-07-17T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",117.15,"provisorisch"
"2022-07-17T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",138.8,"provisorisch"
"2022-07-17T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",13,"provisorisch"
"2022-07-18T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.44,"provisorisch"
"2022-07-18T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.23,"provisorisch"
"2022-07-18T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",13.43,"provisorisch"
"2022-07-18T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.85,"provisorisch"
"2022-07-18T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",19.77,"provisorisch"
"2022-07-18T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",97.57,"provisorisch"
"2022-07-18T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",16.64,"provisorisch"
"2022-07-18T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",8.88,"provisorisch"
"2022-07-18T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",133.34,"provisorisch"
"2022-07-18T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",5,"provisorisch"
"2022-07-18T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",13874.9,"provisorisch"
"2022-07-18T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",27.52,"provisorisch"
"2022-07-18T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",11.51,"provisorisch"
"2022-07-18T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",34.98,"provisorisch"
"2022-07-18T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",88.98,"provisorisch"
"2022-07-18T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",17.74,"provisorisch"
"2022-07-18T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",9.22,"provisorisch"
"2022-07-18T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",128.08,"provisorisch"
"2022-07-18T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",5,"provisorisch"
"2022-07-18T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",16200.67,"provisorisch"
"2022-07-18T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",26,"provisorisch"
"2022-07-18T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",10.34,"provisorisch"
"2022-07-18T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",33.87,"provisorisch"
"2022-07-18T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",91.66,"provisorisch"
"2022-07-18T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",18.57,"provisorisch"
"2022-07-18T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",10.67,"provisorisch"
"2022-07-18T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",126.33,"provisorisch"
"2022-07-18T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",6,"provisorisch"
"2022-07-18T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",3.2,"provisorisch"
"2022-07-18T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.51,"provisorisch"
"2022-07-18T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",5.32,"provisorisch"
"2022-07-18T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",122.87,"provisorisch"
"2022-07-18T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",143.79,"provisorisch"
"2022-07-18T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",15,"provisorisch"
"2022-07-19T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.54,"provisorisch"
"2022-07-19T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.25,"provisorisch"
"2022-07-19T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",15.32,"provisorisch"
"2022-07-19T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.87,"provisorisch"
"2022-07-19T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",23.36,"provisorisch"
"2022-07-19T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",102.02,"provisorisch"
"2022-07-19T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",20.72,"provisorisch"
"2022-07-19T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",10.64,"provisorisch"
"2022-07-19T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",165.64,"provisorisch"
"2022-07-19T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",8,"provisorisch"
"2022-07-19T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",17898.29,"provisorisch"
"2022-07-19T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",28.15,"provisorisch"
"2022-07-19T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",9.83,"provisorisch"
"2022-07-19T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",38.75,"provisorisch"
"2022-07-19T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",97.72,"provisorisch"
"2022-07-19T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",21,"provisorisch"
"2022-07-19T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",10.84,"provisorisch"
"2022-07-19T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",159.23,"provisorisch"
"2022-07-19T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",9,"provisorisch"
"2022-07-19T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",17911.99,"provisorisch"
"2022-07-19T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",32.22,"provisorisch"
"2022-07-19T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",11.83,"provisorisch"
"2022-07-19T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",43.48,"provisorisch"
"2022-07-19T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",92.74,"provisorisch"
"2022-07-19T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",21.4,"provisorisch"
"2022-07-19T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",12.72,"provisorisch"
"2022-07-19T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",150.69,"provisorisch"
"2022-07-19T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",8,"provisorisch"
"2022-07-19T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.27,"provisorisch"
"2022-07-19T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.75,"provisorisch"
"2022-07-19T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",7.01,"provisorisch"
"2022-07-19T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",131.36,"provisorisch"
"2022-07-19T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",177.06,"provisorisch"
"2022-07-19T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",15,"provisorisch"
"2022-07-20T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.15,"provisorisch"
"2022-07-20T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.24,"provisorisch"
"2022-07-20T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",12.08,"provisorisch"
"2022-07-20T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.08,"provisorisch"
"2022-07-20T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",18.37,"provisorisch"
"2022-07-20T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",98.99,"provisorisch"
"2022-07-20T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",26.76,"provisorisch"
"2022-07-20T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",15.1,"provisorisch"
"2022-07-20T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",154.58,"provisorisch"
"2022-07-20T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",6,"provisorisch"
"2022-07-20T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",11768.8,"provisorisch"
"2022-07-20T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",18.49,"provisorisch"
"2022-07-20T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",5.64,"provisorisch"
"2022-07-20T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",26.71,"provisorisch"
"2022-07-20T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",87.79,"provisorisch"
"2022-07-20T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",24.04,"provisorisch"
"2022-07-20T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",14.49,"provisorisch"
"2022-07-20T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",141.03,"provisorisch"
"2022-07-20T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",3,"provisorisch"
"2022-07-20T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",11854.1,"provisorisch"
"2022-07-20T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",36.48,"provisorisch"
"2022-07-20T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",14.6,"provisorisch"
"2022-07-20T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",47.38,"provisorisch"
"2022-07-20T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",69.74,"provisorisch"
"2022-07-20T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",26.2,"provisorisch"
"2022-07-20T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",17.56,"provisorisch"
"2022-07-20T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",127.28,"provisorisch"
"2022-07-20T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",2,"provisorisch"
"2022-07-20T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.23,"provisorisch"
"2022-07-20T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.53,"provisorisch"
"2022-07-20T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",7.27,"provisorisch"
"2022-07-20T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",116.54,"provisorisch"
"2022-07-20T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",162.82,"provisorisch"
"2022-07-20T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",9,"provisorisch"
"2022-07-21T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.9,"provisorisch"
"2022-07-21T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.21,"provisorisch"
"2022-07-21T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",7.97,"provisorisch"
"2022-07-21T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",2.55,"provisorisch"
"2022-07-21T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",11.33,"provisorisch"
"2022-07-21T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",88.24,"provisorisch"
"2022-07-21T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",16.77,"provisorisch"
"2022-07-21T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",11.94,"provisorisch"
"2022-07-21T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",112.82,"provisorisch"
"2022-07-21T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-07-21T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",10922.39,"provisorisch"
"2022-07-21T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",20.56,"provisorisch"
"2022-07-21T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",9.29,"provisorisch"
"2022-07-21T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",25.08,"provisorisch"
"2022-07-21T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",76.96,"provisorisch"
"2022-07-21T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",17.04,"provisorisch"
"2022-07-21T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",12.25,"provisorisch"
"2022-07-21T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",110.42,"provisorisch"
"2022-07-21T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-07-21T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",12485.71,"provisorisch"
"2022-07-21T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",27.81,"provisorisch"
"2022-07-21T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",12.92,"provisorisch"
"2022-07-21T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",33.38,"provisorisch"
"2022-07-21T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",66.45,"provisorisch"
"2022-07-21T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",17.63,"provisorisch"
"2022-07-21T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",14.22,"provisorisch"
"2022-07-21T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",105.13,"provisorisch"
"2022-07-21T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-07-21T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",3.21,"provisorisch"
"2022-07-21T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.52,"provisorisch"
"2022-07-21T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",5.35,"provisorisch"
"2022-07-21T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",96.05,"provisorisch"
"2022-07-21T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",128.49,"provisorisch"
"2022-07-21T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",3,"provisorisch"
"2022-07-22T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.11,"provisorisch"
"2022-07-22T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.24,"provisorisch"
"2022-07-22T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",12.7,"provisorisch"
"2022-07-22T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.54,"provisorisch"
"2022-07-22T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",18.85,"provisorisch"
"2022-07-22T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",91.67,"provisorisch"
"2022-07-22T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",19.86,"provisorisch"
"2022-07-22T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",13.31,"provisorisch"
"2022-07-22T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",141.89,"provisorisch"
"2022-07-22T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",8,"provisorisch"
"2022-07-22T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",15123.75,"provisorisch"
"2022-07-22T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",23.55,"provisorisch"
"2022-07-22T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",10.82,"provisorisch"
"2022-07-22T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",28.45,"provisorisch"
"2022-07-22T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",90.49,"provisorisch"
"2022-07-22T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",19.5,"provisorisch"
"2022-07-22T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",13.28,"provisorisch"
"2022-07-22T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",141.25,"provisorisch"
"2022-07-22T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",8,"provisorisch"
"2022-07-22T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",15493.26,"provisorisch"
"2022-07-22T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",27.23,"provisorisch"
"2022-07-22T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",10.01,"provisorisch"
"2022-07-22T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",36.73,"provisorisch"
"2022-07-22T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",81.97,"provisorisch"
"2022-07-22T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",20.52,"provisorisch"
"2022-07-22T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",15.84,"provisorisch"
"2022-07-22T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",125.35,"provisorisch"
"2022-07-22T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",2,"provisorisch"
"2022-07-22T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.86,"provisorisch"
"2022-07-22T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.74,"provisorisch"
"2022-07-22T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",8.15,"provisorisch"
"2022-07-22T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",111.71,"provisorisch"
"2022-07-22T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",160.81,"provisorisch"
"2022-07-22T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",12,"provisorisch"
"2022-07-23T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.92,"provisorisch"
"2022-07-23T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.24,"provisorisch"
"2022-07-23T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",6.52,"provisorisch"
"2022-07-23T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",1.61,"provisorisch"
"2022-07-23T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",10,"provisorisch"
"2022-07-23T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",104.19,"provisorisch"
"2022-07-23T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",17.77,"provisorisch"
"2022-07-23T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",13.31,"provisorisch"
"2022-07-23T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",121.28,"provisorisch"
"2022-07-23T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",2,"provisorisch"
"2022-07-23T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",10826.35,"provisorisch"
"2022-07-23T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",11.62,"provisorisch"
"2022-07-23T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",3.49,"provisorisch"
"2022-07-23T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",16.87,"provisorisch"
"2022-07-23T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",91.06,"provisorisch"
"2022-07-23T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",17.57,"provisorisch"
"2022-07-23T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",13.3,"provisorisch"
"2022-07-23T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",113.48,"provisorisch"
"2022-07-23T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-07-23T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",9139.25,"provisorisch"
"2022-07-23T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",20.48,"provisorisch"
"2022-07-23T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",7.5,"provisorisch"
"2022-07-23T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",27.66,"provisorisch"
"2022-07-23T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",80.1,"provisorisch"
"2022-07-23T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",19.27,"provisorisch"
