"objid","baumnummer","geometry"
"13289","WO-6523","POINT (2682676 1244070.4)"
"204287","WO-5145","POINT (2682909.5 1244184.1)"
"163208","WO-5500","POINT (2682722.5 1244042.1)"
"204656","WO-5131","POINT (2683020.5 1244131.4)"
"223397","WO-8557","POINT (2682876.2 1244080.1)"
"43418","WO-6753","POINT (2682957 1244093.9)"
"6251","WO-1495","POINT (2682644 1244095.8)"
"222899","WO-8545","POINT (2682885.2 1244058.2)"
"40568","WO-4716","POINT (2682959.5 1244124.1)"
"213518","WO-8306","POINT (2682810.2 1244264.2)"
"203927","WO-3278","POINT (2682704.8 1244148)"
"180836","WO-3548","POINT (2683002.8 1244241.6)"
"162809","WO-5135","POINT (2682971 1244133)"
"162845","WO-5119","POINT (2682950 1244247.9)"
"40919","WO-6760","POINT (2682802.8 1244272.9)"
"163169","WO-4699","POINT (2682767.2 1244062)"
"172922","WO-5476","POINT (2682779 1244040.8)"
"204290","WO-5144","POINT (2682913 1244178.5)"
"224327","WO-4659","POINT (2682648 1244272.1)"
"98411","EN-1176","POINT (2682218.8 1245391)"
"34805","EN-1084","POINT (2682076 1245405.2)"
"53078","EN-3954","POINT (2682203.8 1245625.5)"
"111470","EN-1173","POINT (2682213.5 1245434)"
"130454","EN-1035","POINT (2682144.8 1245419.6)"
"129506","EN-1069","POINT (2682236 1245352.4)"
"52502","EN-6104","POINT (2682112 1245309.2)"
"80495","EN-1061","POINT (2682173.8 1245624.6)"
"52508","EN-6094","POINT (2682119.5 1245305.2)"
"211964","EN-6743","POINT (2682072 1245430.8)"
"80639","EN-3956","POINT (2682183.2 1245625.9)"
"214379","EN-1082","POINT (2682077.8 1245390)"
"75290","EN-3953","POINT (2682080 1245372.9)"
"80498","EN-1060","POINT (2682172.8 1245631.8)"
"224291","EN-1050","POINT (2682203.5 1245623.8)"
"98402","EN-1180","POINT (2682226 1245333.4)"
"77153","EN-6095","POINT (2682121.8 1245301.6)"
"224294","EN-1038","POINT (2682198.2 1245643.1)"
"64334","EN-3955","POINT (2682187 1245634.6)"
"52517","EN-6098","POINT (2682124 1245297.2)"
"66152","EN-1037","POINT (2682137.5 1245402.9)"
"66161","EN-1066","POINT (2682152 1245637.2)"
"80627","EN-1044","POINT (2682213.8 1245632.9)"
"80516","EN-1052","POINT (2682188.5 1245632.5)"
"223829","EN-1049","POINT (2682206 1245623.1)"
"66158","EN-1067","POINT (2682152.2 1245641.8)"
"73322","EN-6394","POINT (2682094.8 1245357.4)"
"80507","EN-1055","POINT (2682187.8 1245640.6)"
"52595","EN-6102","POINT (2682132.8 1245287.6)"
"52523","EN-6100","POINT (2682131 1245293.1)"
"55052","EN-6581","POINT (2682142.2 1245620)"
"111464","EN-1175","POINT (2682217 1245405.2)"
"74741","EN-1064","POINT (2682152 1245628.9)"
"111467","EN-1174","POINT (2682215.2 1245419.5)"
"80504","EN-1058","POINT (2682172.2 1245638.6)"
"214382","EN-5930","POINT (2682072.8 1245426.5)"
"80489","EN-6325","POINT (2682138.2 1245644)"
"58550","EN-6090","POINT (2682116.8 1245316.8)"
"80621","EN-1046","POINT (2682215.5 1245634.2)"
"50360","EN-1063","POINT (2682155.5 1245628.8)"
"52496","EN-6091","POINT (2682118.5 1245315)"
"50357","EN-1068","POINT (2682156.2 1245641.6)"
"52499","EN-6092","POINT (2682116.5 1245313.8)"
"75299","EN-3934","POINT (2682069.5 1245449.8)"
"129515","EN-1072","POINT (2682232.8 1245382.2)"
"34793","EN-1078","POINT (2682079.5 1245376)"
"98291","EN-1167","POINT (2682235 1245262.9)"
"52493","EN-6086","POINT (2682103.5 1245310.4)"
"80618","EN-1041","POINT (2682213.8 1245636.1)"
"42161","EN-1074","POINT (2682080.5 1245364)"
"80630","EN-1045","POINT (2682214.8 1245633.6)"
"80513","EN-1053","POINT (2682188.2 1245633.6)"
"129509","EN-1070","POINT (2682234.8 1245364.4)"
"73325","EN-6393","POINT (2682095.8 1245361.9)"
"98288","EN-1168","POINT (2682236.8 1245248.6)"
"80612","EN-1040","POINT (2682215.2 1245641.9)"
"52511","EN-6097","POINT (2682118.2 1245299.2)"
"52490","EN-6087","POINT (2682109.8 1245317.5)"
"80213","EN-3933","POINT (2682071.2 1245437.5)"
"221924","EN-6713","POINT (2682216.5 1245643.6)"
"74738","EN-1065","POINT (2682152 1245633.9)"
"34790","EN-1076","POINT (2682080 1245369.6)"
"34787","EN-1075","POINT (2682080.2 1245366.8)"
"80501","EN-1059","POINT (2682173 1245638)"
"52589","EN-6101","POINT (2682130.2 1245291)"
"98408","EN-1177","POINT (2682220.8 1245376.8)"
"139964","EN-6761","POINT (2682146.2 1245427.9)"
"52487","EN-6088","POINT (2682107 1245320)"
"52592","EN-6103","POINT (2682129.8 1245289.2)"
"98405","EN-1179","POINT (2682224.2 1245348.1)"
"80624","EN-1043","POINT (2682213.8 1245634.5)"
"129512","EN-1071","POINT (2682233.5 1245374.5)"
"52514","EN-6096","POINT (2682119.8 1245299.2)"
"98399","EN-1166","POINT (2682233 1245277.2)"
"34796","EN-1079","POINT (2682079.2 1245378.8)"
"34802","EN-1081","POINT (2682078.5 1245384.1)"
"52505","EN-6093","POINT (2682117.5 1245308.2)"
"34784","EN-1073","POINT (2682081 1245361.2)"
"69350","EN-1034","POINT (2682145.2 1245420.6)"
"80636","EN-1048","POINT (2682215 1245623.2)"
"80510","EN-1054","POINT (2682188.8 1245636.1)"
"66155","EN-1032","POINT (2682148.5 1245441.1)"
"34808","EN-1085","POINT (2682075.5 1245407.9)"
"75293","EN-3932","POINT (2682076.2 1245402.8)"
"52388","EN-6089","POINT (2682110.2 1245319.4)"
"75296","EN-3931","POINT (2682073.8 1245420)"
"80633","EN-1047","POINT (2682214.5 1245626.4)"
"80615","EN-1042","POINT (2682215.2 1245636.6)"
"80492","EN-1057","POINT (2682173.8 1245644.6)"
"73319","EN-6395","POINT (2682092.5 1245360.5)"
"34799","EN-1080","POINT (2682078.8 1245381.6)"
"69353","EN-1033","POINT (2682146.8 1245429.9)"
"52520","EN-6099","POINT (2682128.8 1245297.4)"
"112475","WO-6771","POINT (2682441.2 1242772.5)"
"112391","WO-6777","POINT (2682456.8 1242802.2)"
"113465","WO-6778","POINT (2682456.5 1242808.9)"
"222083","nn-1870","POINT (2682321.8 1242268.4)"
"113393","WO-6774","POINT (2682431.8 1242789)"
"20651","WO-1420","POINT (2682876.2 1242748.5)"
"20579","WO-1415","POINT (2682901 1242736.5)"
"20675","WO-1428","POINT (2682884.8 1242787.1)"
"111938","WO-7865","POINT (2682594.5 1242665.1)"
"112373","WO-6769","POINT (2682450 1242689)"
"98192","WO-6770","POINT (2682451.5 1242751.9)"
"20582","WO-1416","POINT (2682897.5 1242757.6)"
"20657","WO-1422","POINT (2682857.5 1242764.1)"
"20648","WO-1419","POINT (2682877.2 1242738.1)"
"20672","WO-1427","POINT (2682858.8 1242809.9)"
"111980","WO-7866","POINT (2682588.2 1242667.2)"
"20588","WO-1418","POINT (2682877 1242731.2)"
"112376","WO-6768","POINT (2682448.5 1242682.9)"
"20666","WO-1425","POINT (2682859.5 1242788.2)"
"134477","WO-4596","POINT (2682439.2 1242714.4)"
"134474","WO-4595","POINT (2682435 1242715.4)"
"111932","WO-7863","POINT (2682481.2 1242669.2)"
"20585","WO-1417","POINT (2682876.5 1242723.5)"
"111983","WO-7867","POINT (2682590.5 1242666.8)"
"134480","WO-4594","POINT (2682439 1242711)"
"20663","WO-1424","POINT (2682858.2 1242779)"
"112385","WO-6773","POINT (2682443.2 1242798.9)"
"222086","nn-1872","POINT (2682320.8 1242272.8)"
"229802","nn-1873","POINT (2682317.2 1242289.6)"
"20669","WO-1426","POINT (2682858.5 1242798.6)"
"112388","WO-6772","POINT (2682445.8 1242801.9)"
"112379","WO-6767","POINT (2682449.2 1242680.1)"
"20660","WO-1423","POINT (2682858 1242770.1)"
"111929","WO-7862","POINT (2682481 1242666.1)"
"112382","WO-6775","POINT (2682427.2 1242784)"
"20654","WO-1421","POINT (2682877.2 1242760.2)"
"111935","WO-7864","POINT (2682600 1242667.1)"
"113396","WO-6776","POINT (2682425.8 1242778.9)"
"140189","EN-2778","POINT (2682402.5 1245807.5)"
"136367","EN-2563","POINT (2682430.5 1245850.9)"
"140153","EN-2234","POINT (2682432.2 1245864.1)"
"160424","EN-3407","POINT (2682421.8 1245725.4)"
"199451","EN-3742","POINT (2682419.2 1245731.8)"
"139283","EN-2473","POINT (2682388.8 1245854.6)"
"222170","EN-2434","POINT (2682417.8 1245795.5)"
"137465","EN-2597","POINT (2682445.2 1245789.6)"
"138569","EN-2465","POINT (2682383.2 1245861.6)"
"140006","EN-2604","POINT (2682436 1245790.4)"
"139004","EN-2412","POINT (2682410.8 1245769.9)"
"143519","EN-2270","POINT (2682451.5 1245784.5)"
"199895","EN-3176","POINT (2682447.5 1245752)"
"5537","EN-2102","POINT (2682444.5 1245745.4)"
"140012","EN-2441","POINT (2682434.2 1245797)"
"138977","EN-2420","POINT (2682404 1245788)"
"138998","EN-2414","POINT (2682409.2 1245773)"
"205862","EN-2558","POINT (2682425.2 1245751.2)"
"140027","EN-2560","POINT (2682430.8 1245812.2)"
"139742","EN-2493","POINT (2682388.2 1245832.9)"
"139751","EN-2276","POINT (2682399.8 1245825)"
"139442","EN-2423","POINT (2682414.8 1245770.1)"
"4328","EN-3746","POINT (2682409.8 1245733.4)"
"178469","EN-2454","POINT (2682411.8 1245756)"
"136496","EN-2771","POINT (2682433.2 1245823.1)"
"137486","EN-2566","POINT (2682439.8 1245812.6)"
"4433","EN-3384","POINT (2682403.5 1245697.6)"
"199448","EN-3743","POINT (2682414.5 1245730.9)"
"139304","EN-2462","POINT (2682385.2 1245844.2)"
"137474","EN-2443","POINT (2682439.2 1245799.9)"
"152330","EN-3396","POINT (2682402.5 1245705.9)"
"139286","EN-2496","POINT (2682383.8 1245852.5)"
"137330","EN-2086","POINT (2682414.2 1245762.4)"
"4445","EN-3403","POINT (2682408.2 1245726.4)"
"140183","EN-2427","POINT (2682398.5 1245804)"
"139448","EN-2490","POINT (2682401.8 1245820.1)"
"140009","EN-2459","POINT (2682437.2 1245794.9)"
"138995","EN-2415","POINT (2682409 1245776.2)"
"140024","EN-2765","POINT (2682440 1245804.9)"
"137459","EN-2440","POINT (2682434.5 1245793.8)"
"160433","EN-3411","POINT (2682430.2 1245725.8)"
"176783","EN-3492","POINT (2682431.2 1245722.6)"
"152084","EN-3493","POINT (2682443 1245721.6)"
"139997","EN-2583","POINT (2682441.8 1245785)"
"143516","EN-2139","POINT (2682439.8 1245748.1)"
"140204","EN-2424","POINT (2682405 1245794.2)"
"140141","EN-2201","POINT (2682428 1245834)"
"199886","EN-3186","POINT (2682448.2 1245733.9)"
"160418","EN-3751","POINT (2682409.5 1245736.1)"
"138992","EN-2268","POINT (2682407 1245777.5)"
"137306","EN-2433","POINT (2682393.5 1245819.2)"
"173000","EN-3179","POINT (2682446.2 1245746.9)"
"139013","EN-3178","POINT (2682444.5 1245747.6)"
"199889","EN-3187","POINT (2682452.2 1245733.6)"
"139292","EN-2507","POINT (2682389 1245851.1)"
"140135","EN-2565","POINT (2682429 1245819.1)"
"5534","EN-2066","POINT (2682450.5 1245727.5)"
"4448","EN-3405","POINT (2682407 1245729.9)"
"136379","EN-2770","POINT (2682435 1245829.1)"
"137462","EN-3172","POINT (2682438.5 1245791.4)"
"199892","EN-3491","POINT (2682442 1245724.8)"
"160427","EN-3408","POINT (2682420 1245724)"
"137186","EN-2781","POINT (2682386.5 1245838)"
"139295","EN-2505","POINT (2682386.8 1245847.6)"
"5528","EN-3191","POINT (2682452 1245730.8)"
"143258","EN-3194","POINT (2682443.8 1245715)"
"214313","EN-3173","POINT (2682455.2 1245769.1)"
"150992","EN-2212","POINT (2682442.2 1245771.6)"
"138581","EN-2464","POINT (2682386.5 1245858.6)"
"205874","EN-2082","POINT (2682414 1245744.2)"
"4451","EN-3406","POINT (2682405.5 1245723.6)"
"150887","EN-3174","POINT (2682447.5 1245763.6)"
"137339","EN-2436","POINT (2682442.2 1245778.2)"
"158888","EN-3205","POINT (2682458 1245701)"
"107558","EN-2435","POINT (2682439.2 1245808.2)"
"143264","EN-3184","POINT (2682436.5 1245726.2)"
"139433","EN-3181","POINT (2682444.5 1245743.5)"
"4439","EN-3397","POINT (2682404 1245708.5)"
"143252","EN-3197","POINT (2682451.8 1245697.9)"
"140198","EN-2425","POINT (2682401.2 1245797)"
"137189","EN-2492","POINT (2682388.8 1245832)"
"140138","EN-2769","POINT (2682433.2 1245831.1)"
"140207","EN-2411","POINT (2682403 1245791.5)"
"89138","EN-2773","POINT (2682423.5 1245834.4)"
"4331","EN-3747","POINT (2682415.2 1245737.9)"
"140018","EN-2764","POINT (2682440.5 1245799.6)"
"137333","EN-2457","POINT (2682411.8 1245760)"
"172997","EN-6013","POINT (2682428.5 1245813)"
"140180","EN-2429","POINT (2682397.5 1245806.8)"
"138566","EN-2466","POINT (2682381.5 1245863.5)"
"139994","EN-2161","POINT (2682439.2 1245780.6)"
"166205","EN-2280","POINT (2682410.5 1245748.1)"
"139733","EN-2485","POINT (2682393.8 1245840.1)"
"5531","EN-3189","POINT (2682449.2 1245729.8)"
"136373","EN-2774","POINT (2682425 1245832.6)"
"205871","EN-2666","POINT (2682422.2 1245746.2)"
"137342","EN-2602","POINT (2682445.8 1245779.8)"
"140156","EN-2235","POINT (2682429.5 1245862)"
"137480","EN-2445","POINT (2682440 1245809.1)"
"137324","EN-2088","POINT (2682410.5 1245768.5)"
"139289","EN-2508","POINT (2682385.8 1245852)"
"139277","EN-2278","POINT (2682389.5 1245858.1)"
"137315","EN-2779","POINT (2682400.2 1245811.2)"
"152327","EN-3380","POINT (2682404.8 1245703.2)"
"194606","EN-2568","POINT (2682415.5 1245742.8)"
"137477","EN-2767","POINT (2682440.5 1245805)"
"214316","EN-3196","POINT (2682439.5 1245709.2)"
"136376","EN-2772","POINT (2682432.2 1245829.1)"
"139859","EN-2750","POINT (2682477.2 1245860.1)"
"160415","EN-3788","POINT (2682434.5 1245845.6)"
"139301","EN-2503","POINT (2682386.5 1245845.9)"
"137309","EN-2432","POINT (2682394.5 1245817.2)"
"137318","EN-2214","POINT (2682412.8 1245814.8)"
"140147","EN-2775","POINT (2682423.8 1245835.9)"
"140174","EN-2431","POINT (2682401 1245813)"
"205877","EN-2541","POINT (2682417.5 1245741.2)"
"139991","EN-2600","POINT (2682444.2 1245781.9)"
"138986","EN-2422","POINT (2682412.2 1245792.6)"
"183161","EN-3404","POINT (2682410.5 1245728.9)"
"160430","EN-3740","POINT (2682422.8 1245732.2)"
"152333","EN-3400","POINT (2682404.2 1245714.5)"
"140021","EN-2766","POINT (2682438.8 1245802.6)"
"4313","EN-3737","POINT (2682423.8 1245737.2)"
"143513","EN-3175","POINT (2682445.5 1245757.2)"
"143255","EN-3192","POINT (2682456.2 1245719.8)"
"140015","EN-2444","POINT (2682432 1245800)"
"4430","EN-3382","POINT (2682403.5 1245702.9)"
"138980","EN-2267","POINT (2682404.5 1245786.1)"
"4316","EN-3736","POINT (2682425.2 1245730.4)"
"137312","EN-2498","POINT (2682402.2 1245815.5)"
"139310","EN-2501","POINT (2682388.8 1245843.4)"
"140144","EN-3170","POINT (2682426.8 1245828.6)"
"139313","EN-2500","POINT (2682391.8 1245843.9)"
"140192","EN-2777","POINT (2682405.2 1245805.5)"
"137471","EN-2442","POINT (2682441.5 1245797.8)"
"150866","EN-2744","POINT (2682477 1245826.2)"
"205880","EN-2542","POINT (2682417.5 1245744.5)"
"152336","EN-3399","POINT (2682404.5 1245716.4)"
"136490","EN-2491","POINT (2682400.5 1245822.4)"
"136493","EN-2776","POINT (2682431.5 1245822.6)"
"139739","EN-2509","POINT (2682389.2 1245835.2)"
"138983","EN-2419","POINT (2682409 1245791.9)"
"113858","EN-2757","POINT (2682482.2 1245853.9)"
"139439","EN-3177","POINT (2682442.2 1245746)"
"139430","EN-3180","POINT (2682446.5 1245744.9)"
"150860","EN-2138","POINT (2682448.2 1245827.2)"
"137195","EN-2494","POINT (2682393.8 1245830.2)"
"189905","EN-3193","POINT (2682446.2 1245714.4)"
"136370","EN-2211","POINT (2682415.8 1245836.5)"
"140003","EN-2598","POINT (2682439.5 1245787.2)"
"4310","EN-2665","POINT (2682423.5 1245741.9)"
"137183","EN-2463","POINT (2682383.5 1245846.6)"
"139730","EN-2499","POINT (2682390 1245840.5)"
"136499","EN-3171","POINT (2682437.2 1245816.8)"
"160421","EN-3750","POINT (2682412.5 1245739)"
"143366","EN-2072","POINT (2682434.2 1245728.9)"
"137456","EN-2451","POINT (2682431 1245787)"
"158882","EN-3753","POINT (2682413.2 1245742.5)"
"205868","EN-2536","POINT (2682426.5 1245746.9)"
"4319","EN-3739","POINT (2682420.2 1245737.1)"
"140186","EN-2458","POINT (2682400.8 1245809)"
"137336","EN-2450","POINT (2682433.8 1245776.5)"
"152324","EN-3381","POINT (2682402 1245702.6)"
"196157","EN-3738","POINT (2682420.5 1245742)"
"136382","EN-2596","POINT (2682434 1245825.4)"
"139748","EN-2783","POINT (2682397.2 1245827.6)"
"4307","EN-2567","POINT (2682413.8 1245727.8)"
"4325","EN-3744","POINT (2682417.2 1245729.5)"
"140177","EN-2430","POINT (2682397.2 1245811.9)"
"143261","EN-3195","POINT (2682440.8 1245713.2)"
"137192","EN-2495","POINT (2682393.5 1245833)"
"138572","EN-2255","POINT (2682382 1245858.8)"
"139007","EN-2456","POINT (2682418.2 1245759.9)"
"140000","EN-2437","POINT (2682443.8 1245785.2)"
"137453","EN-2453","POINT (2682428 1245791.1)"
"214310","EN-2204","POINT (2682453 1245806.4)"
"139298","EN-2504","POINT (2682387.8 1245847.2)"
"137180","EN-2506","POINT (2682391.2 1245850.2)"
"139763","EN-2489","POINT (2682398.5 1245817.2)"
"4442","EN-3402","POINT (2682413.8 1245719.5)"
"136385","EN-2277","POINT (2682403.8 1245821.4)"
"139001","EN-2446","POINT (2682412.2 1245772.9)"
"158876","EN-3395","POINT (2682411.5 1245702)"
"107555","EN-2561","POINT (2682431.8 1245838.9)"
"140150","EN-2210","POINT (2682421 1245829.1)"
"150863","EN-2605","POINT (2682476.8 1245830.1)"
"200324","EN-3410","POINT (2682427.2 1245723.1)"
"205865","EN-2550","POINT (2682427 1245750.1)"
"139010","EN-2455","POINT (2682418.2 1245757.2)"
"138578","EN-2257","POINT (2682386.5 1245862.6)"
"158885","EN-3201","POINT (2682455.2 1245699.6)"
"139757","EN-2487","POINT (2682392.2 1245824.2)"
"152339","EN-3398","POINT (2682406 1245716.4)"
"199445","EN-3745","POINT (2682412 1245732.8)"
"139736","EN-2497","POINT (2682393.8 1245837.8)"
"139436","EN-3182","POINT (2682442.8 1245744.2)"
"139745","EN-2782","POINT (2682393.5 1245827.2)"
"4322","EN-3741","POINT (2682423.2 1245730)"
"143363","EN-3183","POINT (2682437 1245730.1)"
"139280","EN-2471","POINT (2682385.5 1245854.8)"
"137321","EN-2418","POINT (2682408 1245786.8)"
"139766","EN-2461","POINT (2682398.5 1245815.2)"
"137483","EN-2571","POINT (2682438.5 1245810.8)"
"139754","EN-2780","POINT (2682398.5 1245823.6)"
"158873","EN-3401","POINT (2682410.2 1245714.1)"
"139307","EN-2502","POINT (2682387 1245842.4)"
"103520","EN-3169","POINT (2682437 1245827.6)"
"139760","EN-2488","POINT (2682393.5 1245821.8)"
"140201","EN-2426","POINT (2682402 1245794.5)"
"138989","EN-2266","POINT (2682411.8 1245780.1)"
"139445","EN-2087","POINT (2682412.5 1245771.1)"
"137327","EN-2413","POINT (2682411 1245765.1)"
"140210","EN-2248","POINT (2682403.5 1245789.5)"
"140195","EN-2428","POINT (2682404.5 1245801.2)"
"137468","EN-2438","POINT (2682444.8 1245792.9)"
"143243","EN-2206","POINT (2682478.2 1245828.6)"
"158879","EN-3754","POINT (2682414 1245740.8)"
"5522","EN-3475","POINT (2682415 1245625.9)"
"152195","EN-3463","POINT (2682416 1245633.1)"
"5144","EN-3456","POINT (2682402.5 1245624.2)"
"5135","EN-3450","POINT (2682401.5 1245615.2)"
"214859","EN-3464","POINT (2682424.5 1245631.8)"
"152213","EN-3413","POINT (2682399 1245680.1)"
"196169","EN-5816","POINT (2682469.2 1245612.2)"
"152207","EN-3448","POINT (2682413.2 1245617.9)"
"143384","EN-3426","POINT (2682403.8 1245671.6)"
"4463","EN-3435","POINT (2682397.2 1245648.9)"
"143414","EN-3261","POINT (2682480.2 1245621.9)"
"152216","EN-3388","POINT (2682396.5 1245683.6)"
"5141","EN-3455","POINT (2682408.5 1245621.8)"
"183164","EN-3416","POINT (2682399.8 1245673.8)"
"151007","EN-3453","POINT (2682400 1245628.5)"
"5117","EN-3436","POINT (2682399 1245644.2)"
"5150","EN-3458","POINT (2682400.8 1245622.8)"
"143390","EN-3424","POINT (2682404 1245666.6)"
"166058","EN-3433","POINT (2682405.2 1245649.1)"
"166055","EN-3432","POINT (2682403.2 1245650.9)"
"176786","EN-3415","POINT (2682398 1245676.4)"
"5510","EN-3469","POINT (2682421.8 1245625.9)"
"151004","EN-3449","POINT (2682403.2 1245617.1)"
"201317","EN-3211","POINT (2682463.8 1245653.9)"
"199880","EN-3208","POINT (2682459.8 1245679.4)"
"143375","EN-3392","POINT (2682409.2 1245688.9)"
"143372","EN-3393","POINT (2682408.8 1245692.1)"
"143402","EN-3260","POINT (2682480.8 1245629.2)"
"4436","EN-3391","POINT (2682403.8 1245684)"
"214853","EN-3440","POINT (2682413 1245635.6)"
"151019","EN-3434","POINT (2682397.5 1245646.9)"
"137111","EN-3494","POINT (2682462.5 1245625.6)"
"5921","EN-3423","POINT (2682403.8 1245653.5)"
"152309","EN-3387","POINT (2682397.5 1245687.2)"
"152090","EN-3488","POINT (2682457.2 1245621.9)"
"5501","EN-3460","POINT (2682404.5 1245621.2)"
"4454","EN-3417","POINT (2682395 1245673.4)"
"199883","EN-3207","POINT (2682456 1245685.8)"
"152087","EN-3490","POINT (2682463 1245693)"
"151016","EN-3444","POINT (2682400.5 1245636.5)"
"199898","EN-3479","POINT (2682437.8 1245636.6)"
"151352","EN-3210","POINT (2682457.5 1245653.6)"
